event_id,description,total_cost,paid_by,participants
bb8bb2a7-f90a-4e8f-be1b-66ddbe6b7ac4,Tiệc cuối tuần,328995,Person_16,Person_12;Person_7;Person_15;Person_14;Person_13;Person_16;Person_17;Person_11;Person_6;Person_5;Person_18;Person_20;Person_3;Person_4;Person_8
95d1004b-66c6-4d53-9ad2-facb8db2d5a2,Đi lại chung (taxi/grab),1899002,Person_19,Person_16;Person_6;Person_5;Person_12;Person_8;Person_18;Person_17;Person_20;Person_13;Person_19;Person_7;Person_2;Person_9;Person_11
95029282-0754-499d-b995-a28dabd4caa3,Thực phẩm cho bữa tối chung,279000,Person_12,Person_12;Person_10
9b480479-c29b-478a-9f36-06554e5b725c,Thực phẩm cho bữa tối chung,1407996,Person_13,Person_6;Person_9;Person_1;Person_5;Person_13;Person_20;Person_17;Person_18;Person_15
13ae6e0e-9506-4521-8a71-594c8ab09df8,Đồ dùng sinh hoạt chung,189000,Person_1,Person_8;Person_20;Person_17;Person_2;Person_13;Person_10;Person_9;Person_19;Person_6;Person_18;Person_14;Person_7;Person_12;Person_11;Person_15;Person_5;Person_16;Person_1;Person_4;Person_3
5fdee39a-5492-431a-bb5e-d0e15abdcb8c,Đi lại chung (taxi/grab),357000,Person_14,Person_14;Person_11
8eb85253-63a5-4877-a7fd-457cc2eb3da4,Vé xem phim,630000,Person_10,Person_3;Person_18;Person_14;Person_10;Person_20;Person_15;Person_8;Person_17
a6b34316-1447-4f2b-be20-21cbf6ead6ee,Thực phẩm cho bữa tối chung,1038000,Person_6,Person_7;Person_15;Person_2;Person_19;Person_4;Person_13;Person_12;Person_5;Person_14;Person_3;Person_20;Person_1;Person_6;Person_16;Person_18
d77a04b8-4edb-4551-98db-83d61d28701b,Mua đồ dùng văn phòng,1749007,Person_2,Person_14;Person_11;Person_3;Person_1;Person_19;Person_10;Person_2;Person_4;Person_9;Person_17;Person_13;Person_7;Person_6;Person_18;Person_15;Person_8;Person_5;Person_12;Person_20
be43d470-009c-4dde-81ce-9d1d0d0e38e4,Đăng ký dịch vụ trực tuyến dùng chung,1492005,Person_4,Person_10;Person_1;Person_19;Person_5;Person_11;Person_8;Person_4;Person_7;Person_15;Person_13;Person_6;Person_18;Person_2;Person_12;Person_16
e45f7385-3532-4183-be4f-6dde559135b2,Cà phê nhóm,1138998,Person_1,Person_17;Person_4;Person_16;Person_1;Person_12;Person_15
e0e0af70-bd06-4559-ab39-cb543120a7d9,Đi lại chung (taxi/grab),1375000,Person_10,Person_17;Person_2;Person_12;Person_19;Person_14;Person_10;Person_7;Person_3;Person_5;Person_15
42f6fa12-dfe0-4293-bc17-05fb4e7ab3f1,Đi lại chung (taxi/grab),143997,Person_3,Person_2;Person_17;Person_19;Person_10;Person_15;Person_9;Person_3
d7dfede3-6812-4e16-a1ab-ff48177c8358,Tiệc cuối tuần,1692999,Person_15,Person_15;Person_16;Person_11;Person_17;Person_1;Person_20;Person_2
90690e0a-6140-4103-b82b-8bfde703617e,Thiết bị nhỏ cho dự án,1800000,Person_6,Person_12;Person_10;Person_14;Person_7;Person_16;Person_18;Person_17;Person_2;Person_6
4ad89385-3dc6-47f8-9457-98f55ab77538,Quà tặng chung,1774000,Person_16,Person_17;Person_10;Person_1;Person_8;Person_12;Person_16;Person_4;Person_11;Person_14;Person_18
020987fa-515c-4cc0-b930-35c95dd4fab7,Cà phê nhóm,981000,Person_7,Person_7;Person_17;Person_4;Person_3;Person_1;Person_19
3e24f8c4-a369-4e0b-9356-26c60fe63193,Đồ ăn vặt cho nhóm,1719003,Person_1,Person_11;Person_16;Person_14;Person_3;Person_19;Person_10;Person_12;Person_7;Person_9;Person_1;Person_20;Person_2;Person_15
5407de84-7e1e-49d5-9cd9-b74bf6db49d5,Đồ dùng sinh hoạt chung,186000,Person_15,Person_11;Person_10;Person_12;Person_8;Person_9;Person_1;Person_15;Person_17
cc6e9263-07fe-4820-9112-2da82e436d4a,Thiết bị nhỏ cho dự án,1373000,Person_7,Person_3;Person_14;Person_6;Person_19;Person_10;Person_7;Person_15;Person_12
df7c2f8b-6981-4b71-9e94-21be1ed3b468,Quà tặng chung,240000,Person_4,Person_7;Person_1;Person_20;Person_4;Person_18;Person_15;Person_14;Person_19;Person_6;Person_5;Person_17;Person_9
8b9fc5df-1895-4cd3-85e3-ea8718cc919b,Đăng ký dịch vụ trực tuyến dùng chung,564000,Person_15,Person_4;Person_15;Person_18;Person_17
cae6d821-00e2-440e-aa23-a5ae6b163485,Thiết bị nhỏ cho dự án,1518998,Person_9,Person_8;Person_20;Person_3;Person_14;Person_18;Person_11;Person_19;Person_9;Person_2;Person_13;Person_12;Person_17;Person_16
1eb420e1-9f51-4956-8e86-f028a1b4384c,Đồ dùng sinh hoạt chung,1189002,Person_5,Person_7;Person_1;Person_13;Person_5;Person_20;Person_2
75ca2a53-2a19-43bf-952c-b43dca4724e8,Cà phê nhóm,1290996,Person_14,Person_10;Person_9;Person_8;Person_16;Person_14;Person_7;Person_5;Person_17;Person_19
12d5eb10-a14a-49cf-b4fb-4e45eeebd089,Vé xem phim,1953000,Person_3,Person_3;Person_1;Person_13;Person_4;Person_12
868da931-c31c-424e-a5ed-a9ef6ba6327c,Ăn trưa chung,936000,Person_16,Person_2;Person_4;Person_7;Person_19;Person_12;Person_16;Person_3;Person_14
54e35566-a6e4-458f-8b21-08e15f46e227,Sách và tài liệu chung,975999,Person_5,Person_14;Person_17;Person_5
91f4fb47-bab6-4ef4-a470-c49e1c5d688e,Quà tặng chung,1144000,Person_10,Person_12;Person_1;Person_10;Person_11;Person_20;Person_17;Person_19;Person_8;Person_16;Person_2;Person_15;Person_4;Person_9
c5eac973-d589-41c9-ad64-e05d31de4dac,Mua đồ dùng văn phòng,1346000,Person_18,Person_15;Person_5;Person_7;Person_18;Person_9;Person_19;Person_12;Person_8;Person_6;Person_4;Person_1;Person_3;Person_13;Person_10;Person_11;Person_14
eb26bcdd-dabd-4296-8abf-b8c42447c471,Vé xem phim,1583004,Person_1,Person_2;Person_8;Person_11;Person_13;Person_19;Person_16;Person_10;Person_12;Person_4;Person_1;Person_5;Person_9
7f7f52d7-6e12-4743-a1a8-2691d447dd1b,Ăn trưa chung,959000,Person_15,Person_6;Person_9;Person_15;Person_4;Person_10;Person_1;Person_19
3b2a44e0-5dbe-49f7-a507-bf5887883441,Đi lại chung (taxi/grab),748000,Person_7,Person_15;Person_3;Person_18;Person_12;Person_7
723f79fb-4b51-411f-932c-9912edc2ebe2,Mua đồ dùng văn phòng,705000,Person_10,Person_10;Person_6;Person_20;Person_2
63b43ce8-e2a6-44f9-8f56-61f285e5dae5,Đồ dùng sinh hoạt chung,1081002,Person_7,Person_18;Person_14;Person_5;Person_20;Person_7;Person_2
ba0e8e02-eab6-41b6-ae7c-094ca9c68801,Tiệc cuối tuần,1702001,Person_3,Person_1;Person_19;Person_5;Person_3;Person_17;Person_4;Person_6
e667ce08-e603-491b-9d9c-701c28dc5e87,Đồ dùng sinh hoạt chung,1190000,Person_4,Person_17;Person_9;Person_8;Person_13;Person_7;Person_1;Person_4;Person_20
2ea4edf6-9243-4ae1-ac9f-284ffa6bc0d2,Quà tặng chung,350000,Person_3,Person_13;Person_6;Person_3;Person_2;Person_4
55e01192-e619-471a-b8b5-48a2ae1cd89c,Tiệc cuối tuần,982005,Person_12,Person_17;Person_20;Person_10;Person_12;Person_18;Person_14;Person_11;Person_16;Person_6;Person_15;Person_9;Person_3;Person_1;Person_5;Person_13;Person_2;Person_7
a7030d74-1746-4448-8a79-17f5365f069b,Mua đồ dùng văn phòng,1128999,Person_6,Person_2;Person_4;Person_5;Person_9;Person_8;Person_12;Person_13;Person_10;Person_14;Person_15;Person_6;Person_20;Person_7;Person_19;Person_16;Person_11;Person_18;Person_1;Person_17
80467542-1d5d-4ee0-b5ce-2234912b3721,Tiệc cuối tuần,750000,Person_4,Person_20;Person_14;Person_19;Person_12;Person_4;Person_16;Person_1;Person_10;Person_17;Person_2;Person_6;Person_18;Person_15;Person_13;Person_5;Person_11
87470e82-3eef-4f07-8e74-ce32bc1b78a4,Hoạt động team building,457992,Person_3,Person_4;Person_9;Person_1;Person_2;Person_14;Person_19;Person_17;Person_13;Person_5;Person_15;Person_3;Person_8;Person_16;Person_7;Person_11;Person_20;Person_6;Person_10
38d31e50-1186-448d-a1c8-14a0fd6eab32,Quà tặng chung,1618995,Person_6,Person_16;Person_8;Person_10;Person_6;Person_9;Person_18;Person_11;Person_15;Person_13;Person_14;Person_19;Person_3;Person_5;Person_20;Person_7;Person_2;Person_12
a9405ca9-de5b-40a9-99e6-cd8e4134a67e,Đi lại chung (taxi/grab),641998,Person_15,Person_9;Person_7;Person_15;Person_2;Person_13;Person_11;Person_1;Person_17;Person_8;Person_3;Person_12;Person_5;Person_10;Person_6
dd7d3798-8106-412a-95f5-e0c4ebdd68c9,Cà phê nhóm,409002,Person_9,Person_4;Person_1;Person_11;Person_14;Person_19;Person_9
a682ee93-8113-4885-ab77-0a371dbea4f2,Tiệc cuối tuần,469999,Person_16,Person_4;Person_18;Person_6;Person_10;Person_13;Person_12;Person_3;Person_14;Person_16;Person_20;Person_17;Person_2;Person_11;Person_8;Person_5;Person_1;Person_15
8e04c200-2957-4d76-a88d-7c21ec6502d3,Thực phẩm cho bữa tối chung,1769000,Person_14,Person_10;Person_14
56e60a14-302f-4faf-99db-b860bade3d99,Thiết bị nhỏ cho dự án,1577000,Person_14,Person_6;Person_17;Person_12;Person_14;Person_13;Person_2;Person_15;Person_19;Person_16;Person_10
91b41d1a-832b-476b-80e1-63eb611ed002,Đồ dùng sinh hoạt chung,774999,Person_9,Person_7;Person_16;Person_10;Person_4;Person_2;Person_9;Person_8;Person_17;Person_15
e1a0062a-fb1f-4837-8219-47ccc3af752c,Cà phê nhóm,1040000,Person_16,Person_13;Person_17;Person_3;Person_9;Person_16;Person_1;Person_8;Person_7
ea05afc4-e750-4e98-85c1-7c451ab78b20,Đi lại chung (taxi/grab),93002,Person_19,Person_1;Person_14;Person_4;Person_3;Person_19;Person_20;Person_2
d6474197-1295-44a6-8c53-c6950c2ff907,Thiết bị nhỏ cho dự án,1532008,Person_18,Person_9;Person_5;Person_17;Person_10;Person_18;Person_12;Person_11;Person_15;Person_19;Person_7;Person_13;Person_16;Person_2;Person_1;Person_20;Person_4;Person_14;Person_8;Person_6
858d1b2e-ee50-48d3-b311-71ebdbc68d05,Hoạt động team building,734006,Person_20,Person_10;Person_8;Person_19;Person_12;Person_5;Person_20;Person_9;Person_7;Person_14;Person_11;Person_3;Person_2;Person_16;Person_15
e409d37a-c6c4-4b5c-954f-5d99f9481969,Ăn trưa chung,1039000,Person_3,Person_3;Person_11
79d43d61-32a1-43d8-afec-9a42cff8bc70,Đồ dùng sinh hoạt chung,1311000,Person_18,Person_11;Person_7;Person_15;Person_14;Person_10;Person_3;Person_13;Person_1;Person_12;Person_18
07badae9-ab4f-4928-b557-bc2ddc69ce62,Tiền điện nước chia sẻ,1871002,Person_11,Person_7;Person_19;Person_14;Person_10;Person_1;Person_11;Person_4
577b8c10-59bc-4a0e-9af6-f3fba98ee4b5,Hoạt động team building,723996,Person_9,Person_2;Person_9;Person_8;Person_19;Person_10;Person_4;Person_3;Person_20;Person_13
99b9744b-4921-4133-ad92-f1f0ab322d9c,Quà tặng chung,1336006,Person_5,Person_10;Person_14;Person_7;Person_13;Person_9;Person_5;Person_16;Person_4;Person_20;Person_11;Person_17;Person_8;Person_1;Person_6
ead06b38-3693-409f-8965-3e2ac1fd352d,Tiệc cuối tuần,414000,Person_16,Person_16;Person_4;Person_15;Person_6
a34c394d-bade-41b4-b0dc-18137e2ab7eb,Đồ ăn vặt cho nhóm,1743000,Person_15,Person_17;Person_3;Person_10;Person_15;Person_6;Person_5;Person_20
eb3a2671-2244-41e9-a314-2225d72860ed,Mua đồ dùng văn phòng,302001,Person_10,Person_12;Person_9;Person_10
77200a7c-7ef2-4081-9bb6-f09dbbee1375,Vé xem phim,586998,Person_7,Person_9;Person_3;Person_16;Person_7;Person_19;Person_5
efb11e6b-a38c-48b8-bd29-f88ac6a3a520,Vé xem phim,1857000,Person_13,Person_12;Person_17;Person_9;Person_1;Person_4;Person_2;Person_6;Person_13;Person_10;Person_8;Person_15;Person_14;Person_11;Person_20;Person_7;Person_19;Person_5;Person_16;Person_3;Person_18
3837598d-ebac-4b9e-843e-8c6f7172955b,Đi lại chung (taxi/grab),357000,Person_5,Person_16;Person_20;Person_8;Person_6;Person_5;Person_3;Person_12
e33e8d69-cb5a-4c5f-b18e-18bb697c8193,Mua đồ dùng văn phòng,1839000,Person_17,Person_7;Person_17;Person_19;Person_6;Person_5
d92eb317-775b-44d0-b0eb-ed2cbb58940f,Hoạt động team building,1691000,Person_5,Person_5;Person_4;Person_16;Person_3;Person_2
9d7a27cf-e1e8-4f68-be81-6d6f7a048d51,Đăng ký dịch vụ trực tuyến dùng chung,129996,Person_1,Person_18;Person_15;Person_3;Person_8;Person_20;Person_1;Person_7;Person_17;Person_11
fdb656ac-a2b5-4fc8-8120-0f19aef59a61,Ăn trưa chung,527000,Person_4,Person_3;Person_4
eaa743d0-8157-47c7-9395-750e15a1441e,Cà phê nhóm,1450001,Person_14,Person_17;Person_7;Person_9;Person_18;Person_14;Person_19;Person_13
8bb51b50-1874-4ddf-9fcd-ac1fb4a68fdf,Quà tặng chung,1302999,Person_17,Person_3;Person_17;Person_16
45d50049-acbe-4435-9151-fbb6b6e5c974,Ăn trưa chung,1383998,Person_5,Person_9;Person_2;Person_17;Person_13;Person_14;Person_5;Person_20;Person_1;Person_8;Person_12;Person_4
b5ca812f-17ae-4a42-9ab0-0c7fb205cc4d,Vé xem phim,1568994,Person_19,Person_12;Person_19;Person_20;Person_7;Person_16;Person_13;Person_8;Person_17;Person_18;Person_3;Person_6;Person_15;Person_9;Person_1
fe8226cc-d981-44ec-a87b-268688d30b58,Thiết bị nhỏ cho dự án,1654000,Person_9,Person_7;Person_19;Person_2;Person_9
6c578727-b31b-4cba-8268-ce8ac3fb8232,Ăn trưa chung,744992,Person_5,Person_9;Person_15;Person_7;Person_3;Person_17;Person_10;Person_18;Person_1;Person_14;Person_11;Person_4;Person_8;Person_12;Person_20;Person_5;Person_6
68606405-d007-4abe-9908-f87a2c6c6506,Vé xem phim,1749006,Person_8,Person_19;Person_11;Person_3;Person_1;Person_8;Person_20;Person_14;Person_9;Person_17;Person_6;Person_13;Person_4;Person_15;Person_7
6e5e028c-f591-44e9-b2a7-7c8219a65ec6,Quà tặng chung,849000,Person_16,Person_1;Person_16
2f723a6f-4f5a-4f93-9bef-7b4cc78a3c52,Đi lại chung (taxi/grab),431001,Person_14,Person_19;Person_3;Person_17;Person_12;Person_4;Person_11;Person_9;Person_8;Person_6;Person_20;Person_1;Person_7;Person_16;Person_10;Person_5;Person_2;Person_14
cc126a1e-f1d1-4798-bee7-5dac7a9e6244,Thiết bị nhỏ cho dự án,889995,Person_19,Person_14;Person_17;Person_16;Person_7;Person_4;Person_13;Person_19;Person_9;Person_8;Person_20;Person_1;Person_10;Person_5;Person_12;Person_11
ead84740-9ae2-4a06-9f26-cb279c560d49,Thiết bị nhỏ cho dự án,1360997,Person_20,Person_9;Person_10;Person_4;Person_20;Person_1;Person_17;Person_8;Person_13;Person_5;Person_11;Person_16
db70f621-aeac-41ba-91ea-05949be5a62f,Tiền điện nước chia sẻ,1396002,Person_18,Person_19;Person_1;Person_12;Person_11;Person_20;Person_18
c6168fc1-d739-4ef0-a17e-ac4abc5eb5f0,Cà phê nhóm,699000,Person_5,Person_2;Person_12;Person_6;Person_17;Person_11;Person_5;Person_9;Person_18;Person_16;Person_4
6aab4f3a-6b6b-426f-b9f1-ac598130ffde,Đồ ăn vặt cho nhóm,1819002,Person_20,Person_12;Person_20;Person_2;Person_10;Person_17;Person_13
5436edb6-2de7-4d11-a6ad-42dcff158d73,Vé xem phim,806003,Person_18,Person_7;Person_4;Person_15;Person_12;Person_14;Person_10;Person_17;Person_2;Person_19;Person_18;Person_6
a20f3d98-3ce8-41a2-a2ec-42a56b1dd404,Đồ dùng sinh hoạt chung,888004,Person_2,Person_6;Person_2;Person_5;Person_14;Person_4;Person_13;Person_7;Person_15;Person_17;Person_20;Person_8;Person_9;Person_12
678f0308-37d9-4869-b604-a64aa30f521c,Thực phẩm cho bữa tối chung,402003,Person_1,Person_1;Person_3;Person_13;Person_8;Person_11;Person_5;Person_14
ae2a1d06-dfed-43f8-841e-acd4bf31ab63,Tiền điện nước chia sẻ,1229000,Person_16,Person_16;Person_19;Person_2;Person_15;Person_20
3905bcb8-5117-4261-9b40-b4dbabfb7250,Sách và tài liệu chung,1272997,Person_7,Person_13;Person_16;Person_1;Person_8;Person_19;Person_2;Person_9;Person_6;Person_20;Person_7;Person_17
56038176-20e5-471c-b3bf-b5780622325d,Đăng ký dịch vụ trực tuyến dùng chung,365001,Person_13,Person_10;Person_9;Person_13;Person_7;Person_20;Person_5;Person_12
5389f7ce-cf89-4550-8b96-b0fa4efe3a19,Quà tặng chung,1710000,Person_14,Person_5;Person_16;Person_6;Person_14;Person_15;Person_9;Person_17;Person_11;Person_13
ba9471a7-0a47-4096-b567-2ae93e2b93ed,Tiệc cuối tuần,523002,Person_10,Person_17;Person_7;Person_13;Person_10;Person_1;Person_15
edaeae05-f6cf-4b48-a814-0db348e2cd13,Thực phẩm cho bữa tối chung,205000,Person_18,Person_1;Person_18
d3770cf7-67d1-4950-ba15-72f9c394ff43,Đi lại chung (taxi/grab),1526000,Person_9,Person_9;Person_13
c67e1c94-4519-4579-9414-7f6bcf13f4a0,Quà tặng chung,487008,Person_18,Person_10;Person_4;Person_1;Person_5;Person_19;Person_20;Person_12;Person_16;Person_17;Person_13;Person_15;Person_8;Person_9;Person_11;Person_18;Person_2
941b7ebd-abcb-4663-8e09-cd4fe64f9dda,Tiệc cuối tuần,1465995,Person_15,Person_19;Person_4;Person_6;Person_14;Person_17;Person_2;Person_20;Person_3;Person_12;Person_15;Person_9;Person_1;Person_11;Person_8;Person_10
aeeec26d-e245-4fec-a95e-da67fa2cdb90,Mua đồ dùng văn phòng,151998,Person_14,Person_2;Person_7;Person_3;Person_10;Person_8;Person_15;Person_5;Person_16;Person_20;Person_14;Person_18
915b4ed2-e86b-4a3d-8d51-aaae991b78ec,Quà tặng chung,811002,Person_8,Person_3;Person_2;Person_6;Person_7;Person_20;Person_10;Person_19;Person_15;Person_8;Person_1;Person_12;Person_14;Person_16;Person_13;Person_5;Person_9;Person_4
41b19431-1e8b-4033-9f3a-56465a9dec76,Cà phê nhóm,1992995,Person_12,Person_10;Person_4;Person_16;Person_20;Person_15;Person_7;Person_12;Person_11;Person_5;Person_1;Person_3;Person_6;Person_18;Person_8;Person_17;Person_2;Person_19
16cf9f7b-d641-4c37-ad70-401569d1f36b,Đăng ký dịch vụ trực tuyến dùng chung,834000,Person_5,Person_19;Person_20;Person_5;Person_13;Person_15;Person_11;Person_7;Person_9;Person_1;Person_12;Person_18;Person_10;Person_3;Person_4;Person_16;Person_6
e25947e9-659a-4a10-92dc-b58549777fee,Đồ dùng sinh hoạt chung,129000,Person_2,Person_18;Person_8;Person_16;Person_13;Person_10;Person_2;Person_1;Person_11;Person_20;Person_19;Person_12;Person_3
bad3d857-378c-4e5d-b306-b5f9a9e28a16,Đăng ký dịch vụ trực tuyến dùng chung,1493000,Person_5,Person_20;Person_5
6cf1edfe-9424-4a1d-a146-589802fc3cef,Đăng ký dịch vụ trực tuyến dùng chung,130002,Person_14,Person_11;Person_16;Person_6;Person_10;Person_14;Person_1
7d34fe5c-aaae-4fc3-94a0-72933574b8b5,Tiền điện nước chia sẻ,546000,Person_13,Person_10;Person_4;Person_11;Person_3;Person_12;Person_17;Person_13
aa20b76c-122d-4281-bb73-680911bb973d,Tiệc cuối tuần,947000,Person_15,Person_2;Person_4;Person_11;Person_6;Person_15
ceaac827-ddda-4384-a760-5d3408567b26,Cà phê nhóm,1508999,Person_1,Person_11;Person_1;Person_15;Person_3;Person_5;Person_4;Person_20;Person_9;Person_8;Person_17;Person_10;Person_7;Person_12;Person_19;Person_6;Person_16;Person_2;Person_13;Person_18
5f7f97df-9f98-433d-8e6e-e5c698b76055,Vé xem phim,336000,Person_6,Person_6;Person_16;Person_7;Person_13;Person_5;Person_3
edee2566-b4bf-45c0-9d3a-036e97958ea6,Tiền điện nước chia sẻ,1309000,Person_6,Person_17;Person_14;Person_12;Person_3;Person_15;Person_4;Person_9;Person_6
b617849c-c762-453e-884b-aba7322c9082,Tiền điện nước chia sẻ,1227996,Person_6,Person_3;Person_12;Person_5;Person_20;Person_16;Person_11;Person_4;Person_13;Person_8;Person_14;Person_6;Person_9;Person_2;Person_15;Person_7;Person_18;Person_10;Person_1
129a2c21-b492-4c9e-b1e2-37091f624c82,Thiết bị nhỏ cho dự án,381004,Person_2,Person_6;Person_3;Person_15;Person_2;Person_13;Person_12;Person_17;Person_9;Person_20;Person_1;Person_16;Person_19;Person_5;Person_4;Person_7;Person_11;Person_10
f849a2c6-965b-4327-a3d0-2cfe86085a55,Mua đồ dùng văn phòng,804000,Person_4,Person_4;Person_12;Person_3;Person_18;Person_8;Person_11;Person_15;Person_17
b7635bd7-124c-4ca5-a019-23bc676b8636,Ăn trưa chung,790006,Person_16,Person_8;Person_18;Person_3;Person_12;Person_17;Person_16;Person_19;Person_2;Person_6;Person_11;Person_14;Person_7;Person_9;Person_13
1cd2742a-4d66-474c-8921-7e2ade0247f6,Ăn trưa chung,1162998,Person_5,Person_3;Person_8;Person_1;Person_10;Person_7;Person_5;Person_6;Person_4;Person_14;Person_12;Person_13;Person_9;Person_18;Person_15;Person_20;Person_17;Person_16;Person_19
6546c833-e2ac-4edc-b272-0698f1cfa764,Thiết bị nhỏ cho dự án,1148000,Person_15,Person_15;Person_17;Person_6;Person_12;Person_5
b0af0242-1ac6-4f9e-892e-92647b8ab6d9,Tiệc cuối tuần,1665000,Person_6,Person_6;Person_16;Person_12;Person_9;Person_15;Person_8;Person_18;Person_1;Person_2;Person_3
d1e3ff3f-dcd6-4b9d-a89a-5a583a15caae,Thiết bị nhỏ cho dự án,705001,Person_10,Person_20;Person_6;Person_3;Person_8;Person_5;Person_11;Person_1;Person_13;Person_12;Person_10;Person_18
2e09294c-378e-4b67-a2ff-c4e9d690f3cc,Đi lại chung (taxi/grab),1398995,Person_3,Person_19;Person_17;Person_5;Person_18;Person_1;Person_10;Person_20;Person_8;Person_15;Person_13;Person_11;Person_7;Person_3
c504b627-3cf0-4aaf-ad81-573f4528254c,Đồ dùng sinh hoạt chung,1522001,Person_10,Person_16;Person_18;Person_11;Person_6;Person_13;Person_12;Person_1;Person_5;Person_10;Person_19;Person_4;Person_20;Person_8
a9e3cada-2346-458a-8163-d5611f94f919,Đồ dùng sinh hoạt chung,319000,Person_17,Person_19;Person_3;Person_17;Person_1
05677786-d061-4c15-96ec-48be8ea70102,Thực phẩm cho bữa tối chung,1201000,Person_15,Person_14;Person_15
ff5351ca-f8a9-418b-a0a9-2775396cbe9c,Mua đồ dùng văn phòng,1100996,Person_14,Person_7;Person_13;Person_8;Person_16;Person_20;Person_5;Person_9;Person_4;Person_1;Person_14;Person_11;Person_18;Person_2
619866c3-3537-4d4c-a59f-1cbe31453509,Đồ ăn vặt cho nhóm,804996,Person_11,Person_14;Person_13;Person_5;Person_11;Person_16;Person_18;Person_19;Person_8;Person_1;Person_10;Person_9;Person_7;Person_2;Person_3;Person_15;Person_6;Person_4;Person_12
425dd4fa-b2d1-4422-a017-48ab35554c4f,Tiệc cuối tuần,1395999,Person_3,Person_6;Person_9;Person_5;Person_10;Person_3;Person_14;Person_7;Person_13;Person_17
cf5e802a-9f31-45ad-aa1b-2ebaa75999cf,Đồ dùng sinh hoạt chung,292992,Person_10,Person_16;Person_7;Person_20;Person_18;Person_15;Person_5;Person_12;Person_14;Person_1;Person_17;Person_19;Person_4;Person_11;Person_10;Person_8;Person_6
0ae5dac1-fc65-4aac-8db8-2e833c41543a,Tiền điện nước chia sẻ,522002,Person_15,Person_4;Person_5;Person_8;Person_1;Person_3;Person_6;Person_16;Person_18;Person_20;Person_10;Person_12;Person_9;Person_17;Person_15;Person_7;Person_19;Person_11
17f964cd-aba9-4117-87bc-f31be6e31f2c,Đăng ký dịch vụ trực tuyến dùng chung,58006,Person_8,Person_11;Person_4;Person_6;Person_3;Person_10;Person_1;Person_2;Person_8;Person_14;Person_7;Person_20;Person_17;Person_12
7ac5e09f-8761-46fb-8d34-96bcdc355639,Sách và tài liệu chung,1107999,Person_11,Person_4;Person_1;Person_5;Person_19;Person_10;Person_18;Person_2;Person_11;Person_17
6c49f801-50b9-4e13-b168-516eed09dfcd,Thiết bị nhỏ cho dự án,609000,Person_18,Person_7;Person_18
245c4067-6d71-46ce-8483-753e52ea9639,Thiết bị nhỏ cho dự án,1550001,Person_17,Person_19;Person_17;Person_6
02e66a41-a956-47d9-b746-adcf66f42d42,Đồ ăn vặt cho nhóm,71001,Person_4,Person_20;Person_18;Person_2;Person_4;Person_10;Person_17;Person_8;Person_15;Person_3
2fef9d93-e68d-476f-ab4e-8ddddb1e76f9,Quà tặng chung,1523997,Person_2,Person_9;Person_3;Person_6;Person_14;Person_10;Person_2;Person_13;Person_19;Person_7
3d4aa320-48f2-433b-b9f8-9dce1300f6e4,Sách và tài liệu chung,1512999,Person_2,Person_12;Person_3;Person_2
0082300e-8ac9-4530-b733-d13d64368a48,Thực phẩm cho bữa tối chung,1403997,Person_15,Person_15;Person_12;Person_20;Person_4;Person_6;Person_18;Person_2
5914ea54-82b0-4543-a014-b13df4c02fc0,Thực phẩm cho bữa tối chung,1812000,Person_9,Person_9;Person_2;Person_11;Person_8
6c7b719e-a58a-4578-b2b7-485e3dceac08,Đi lại chung (taxi/grab),315000,Person_15,Person_16;Person_15;Person_1
8cc215b1-b3b2-4a4c-8630-73510b1c25fd,Hoạt động team building,1561002,Person_19,Person_8;Person_4;Person_15;Person_2;Person_9;Person_10;Person_14;Person_20;Person_6;Person_18;Person_3;Person_5;Person_12;Person_17;Person_13;Person_19;Person_7;Person_16;Person_11
e20a2d70-4592-4383-adf5-82498dc4a357,Tiệc cuối tuần,1693000,Person_8,Person_8;Person_1
5b6b22fa-7b12-410c-baec-317c7300cebb,Cà phê nhóm,290000,Person_1,Person_6;Person_8;Person_13;Person_1;Person_2
295058a1-1a6f-462d-8dd7-4b70a52482d0,Vé xem phim,1460000,Person_17,Person_16;Person_1;Person_7;Person_15;Person_12;Person_11;Person_2;Person_19;Person_14;Person_17
7ad7ea76-5b11-4d88-9eb2-4badc66ae049,Ăn trưa chung,1077000,Person_9,Person_9;Person_11;Person_6;Person_1
8027fd9b-53a2-403a-bc9d-0a295e7b665f,Đăng ký dịch vụ trực tuyến dùng chung,265000,Person_5,Person_8;Person_18;Person_3;Person_5;Person_14;Person_20;Person_10;Person_11
3bdfaf77-9e9e-42a3-bfdb-ec40ea0494aa,Mua đồ dùng văn phòng,1288000,Person_2,Person_2;Person_8;Person_10;Person_6;Person_19
f2353c62-d3b7-4636-8047-cf7ca359a79e,Đăng ký dịch vụ trực tuyến dùng chung,703005,Person_14,Person_17;Person_5;Person_7;Person_4;Person_15;Person_9;Person_2;Person_3;Person_13;Person_8;Person_20;Person_14;Person_12;Person_19;Person_18
5a8be621-eefc-4558-8cdb-92211a021c4c,Đồ dùng sinh hoạt chung,417000,Person_4,Person_6;Person_4
06988fe8-ee01-47a5-99e0-0cbef5ae459b,Sách và tài liệu chung,639002,Person_5,Person_10;Person_16;Person_17;Person_15;Person_2;Person_1;Person_5;Person_3;Person_13;Person_14;Person_12;Person_6;Person_7
